-90.942383,-31.738281,-61.035156,-70.19043,-52.490234,-81.787109,-57.373047,-72.631836,-104.37012,-101.92871,-94.604492,-113.52539,-43.334961
-60.424805,-46.386719,-54.321289,-84.838867,-80.566406,-42.724609,-80.566406,-73.852539,-46.99707,-80.566406,-95.825195,-111.69434,-99.487305
-72.631836,-65.307617,-62.866211,-26.855469,-63.476562,-72.021484,-85.449219,-65.917969,-48.217773,-92.773438,-83.007812,-103.14941,-76.904297
-64.697266,-24.414062,-47.607422,-81.176758,-34.179688,-84.838867,-39.672852,-55.541992,-89.111328,-79.956055,-117.79785,-106.81152,-60.424805
-65.307617,-62.866211,-72.631836,-76.293945,-72.631836,-30.517578,-104.37012,-77.514648,-36.621094,-86.05957,-90.942383,-101.31836,-113.52539
-80.566406,-57.373047,-83.007812,-44.555664,-65.307617,-79.956055,-74.462891,-57.373047,-54.321289,-99.487305,-72.631836,-99.487305,-84.838867
-37.841797,-28.076172,-37.841797,-87.890625,-42.114258,-86.05957,-51.879883,-52.490234,-66.52832,-70.800781,-106.81152,-94.604492,-77.514648
-76.904297,-68.359375,-57.373047,-64.086914,-86.669922,-36.621094,-103.75977,-95.825195,-49.438477,-92.773438,-97.045898,-123.90137,-108.03223
-78.735352,-46.99707,-68.969727,-56.762695,-53.100586,-87.890625,-43.334961,-53.100586,-73.852539,-101.92871,-101.31836,-119.62891,-81.787109
-64.697266,-18.920898,-53.710938,-87.890625,-41.503906,-65.917969,-98.876953,-51.879883,-64.697266,-64.697266,-81.176758,-98.266602,-97.045898
-67.749023,-70.800781,-67.749023,-48.828125,-81.176758,-43.334961,-76.904297,-81.176758,-62.255859,-101.92871,-100.09766,-123.90137,-77.514648
-76.904297,-26.855469,-50.65918,-79.956055,-50.048828,-100.09766,-38.452148,-57.373047,-73.242188,-79.345703,-103.14941,-97.65625,-83.618164
-66.52832,-54.931641,-59.204102,-70.19043,-50.048828,-52.490234,-113.52539,-59.204102,-57.983398,-98.266602,-94.604492,-101.31836,-97.045898
-83.007812,-66.52832,-68.359375,-41.503906,-65.917969,-57.373047,-71.411133,-83.618164,-46.99707,-97.65625,-92.773438,-98.876953,-79.956055
-57.983398,-10.986328,-50.048828,-96.435547,-50.048828,-99.487305,-51.269531,-56.762695,-83.007812,-68.359375,-108.03223,-124.51172,-67.749023
-62.255859,-75.073242,-73.852539,-54.931641,-71.411133,-28.076172,-103.75977,-78.125,-77.514648,-100.70801,-95.214844,-126.95312,-106.81152
-93.383789,-36.010742,-52.490234,-61.035156,-36.621094,-86.669922,-83.007812,-73.852539,-49.438477,-87.280273,-114.74609,-121.45996,-95.825195
-52.490234,-34.790039,-52.490234,-73.242188,-78.735352,-86.05957,-63.476562,-67.138672,-74.462891,-92.163086,-109.86328,-127.56348,-101.92871
-61.035156,-68.969727,-71.411133,-49.438477,-56.762695,-27.46582,-89.111328,-68.969727,-70.19043,-89.72168,-79.956055,-138.5498,-89.72168
-103.75977,-14.648438,-39.672852,-71.411133,-36.010742,-95.825195,-51.879883,-79.956055,-68.359375,-72.021484,-108.03223,-122.68066,-96.435547
-33.569336,-61.035156,-85.449219,-65.917969,-93.994141,-57.373047,-76.904297,-48.828125,-39.672852,-101.31836,-81.176758,-128.17383,-95.825195
-74.462891,-64.086914,-58.59375,-62.866211,-49.438477,-52.490234,-87.280273,-63.476562,-92.163086,-76.904297,-89.72168,-117.1875,-93.383789
-91.552734,-23.193359,-34.179688,-54.931641,-64.697266,-91.552734,-61.035156,-75.683594,-68.359375,-84.228516,-105.59082,-107.42188,-93.994141
-38.452148,-62.255859,-86.05957,-62.255859,-54.321289,-44.555664,-93.994141,-48.828125,-36.621094,-98.876953,-96.435547,-120.84961,-89.72168
-79.345703,-53.710938,-45.776367,-68.969727,-49.438477,-45.166016,-93.383789,-62.866211,-93.383789,-101.92871,-95.214844,-110.47363,-82.397461
-78.735352,-17.089844,-57.983398,-72.021484,-84.838867,-81.787109,-50.65918,-76.293945,-66.52832,-86.669922,-77.514648,-108.03223,-76.293945
-53.100586,-60.424805,-87.280273,-53.710938,-44.555664,-55.541992,-97.65625,-46.99707,-51.879883,-82.397461,-106.20117,-115.9668,-93.994141
-95.825195,-59.814453,-29.907227,-68.359375,-50.65918,-69.580078,-86.669922,-79.956055,-80.566406,-86.669922,-81.176758,-129.39453,-89.72168
-47.607422,-17.089844,-89.72168,-89.111328,-85.449219,-87.280273,-43.945312,-74.462891,-54.321289,-108.03223,-97.045898,-141.60156,-86.669922
-66.52832,-62.866211,-67.749023,-44.555664,-36.621094,-54.321289,-110.47363,-42.724609,-48.828125,-79.345703,-103.14941,-124.51172,-104.98047
-98.876953,-74.462891,-31.738281,-58.59375,-54.321289,-83.618164,-65.307617,-89.111328,-93.994141,-95.825195,-87.890625,-133.66699,-83.007812
-56.762695,-15.869141,-89.111328,-71.411133,-73.242188,-64.086914,-59.814453,-59.814453,-26.245117,-106.20117,-106.20117,-131.22559,-78.125
-77.514648,-53.710938,-59.204102,-43.945312,-39.672852,-57.373047,-111.08398,-56.152344,-68.969727,-77.514648,-100.09766,-125.73242,-114.13574
-56.152344,-50.65918,-46.99707,-91.552734,-79.956055,-93.994141,-51.879883,-87.280273,-73.852539,-112.91504,-80.566406,-123.29102,-101.31836
-61.035156,-33.569336,-86.05957,-64.697266,-56.762695,-50.65918,-72.631836,-45.166016,-31.12793,-103.75977,-115.35645,-133.66699,-87.890625
-82.397461,-57.983398,-57.373047,-41.503906,-42.114258,-64.697266,-103.75977,-70.800781,-95.825195,-85.449219,-113.52539,-127.56348,-90.942383
-45.166016,-25.024414,-47.607422,-86.669922,-109.25293,-100.09766,-46.386719,-82.397461,-50.65918,-86.05957,-111.08398,-112.91504,-103.75977
-72.631836,-65.307617,-79.956055,-56.762695,-43.334961,-46.386719,-100.09766,-42.724609,-59.204102,-108.03223,-99.487305,-119.01855,-86.669922
-64.697266,-39.0625,-57.983398,-43.945312,-65.307617,-65.307617,-92.163086,-92.163086,-88.500977,-103.75977,-114.13574,-119.62891,-89.111328
-45.166016,-21.362305,-51.879883,-95.214844,-75.073242,-85.449219,-37.231445,-69.580078,-62.866211,-81.787109,-117.79785,-108.03223,-87.890625
-102.53906,-104.37012,-73.242188,-37.231445,-37.231445,-53.710938,-109.86328,-48.828125,-51.269531,-91.552734,-84.228516,-119.01855,-72.021484
